nuts,September Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
UKH1,0.5505808899799983
UKH2,0.5417448488374551
UKH3,0.5058272456129392
UKI3,0.48333333333333334
UKI4,0.48333333333333334
UKI5,0.4798458019892375
UKI6,0.4054797107974688
UKI7,0.5000000049670538
UKJ1,0.55612184604009
UKJ2,0.53981703966856
UKJ3,0.4978599164634943
UKJ4,0.4775668720404307
NO09,0.6082987871021033
NO0A,1.265711602071921
NO0B,0.7432433684666951
HR05,0.5223871767520905
HR06,0.5602007459849119
NO02,0.7274281849463781
NO06,1.3028190910816193
NO07,1.1217850148677826
NO08,0.6007324789961179
