nuts,Autumn Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
FRE1,2.4688276818820407
FRE2,2.4231420159339905
FRF1,2.5781413093209267
NL13,2.585671978337424
NL21,2.521614968776703
NL22,2.495307794213295
NL23,3.0605615238348642
NL31,2.6378043070435524
NL32,3.418518382310867
ITG2,1.4603221486012141
ITH1,2.165340291460355
ITH2,1.9388768275578816
FRI3,1.9478020250797272
FRJ1,1.7197459618250528
FRJ2,1.8102761956552664
FRK1,2.172947859125478
FRK2,1.9989107886950175
FRL0,1.4063951772948107
FRM0,1.772142333643777
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.9971622272084156
TR32,0.7856123451143503
TR33,0.9391419311364492
HR03,2.275564855337143
HR02,2.1070812791585922
HU11,1.9020608684846334
HU12,1.7459469348192216
HU21,1.7533692250649133
HU22,1.9138483335574468
PT16,1.383074240386486
PT17,1.0278825022280216
FRF2,2.482942425778934
FRF3,2.4535065193971
FRG0,2.07735384007295
FRH0,2.421127649148305
FRI1,1.873395370585578
FRI2,2.1802958647410073
ITC4,1.8587795090196388
ITF1,1.8886756509542466
ITF2,1.8568299553046623
ITF3,2.1283617446819942
ITF4,1.4567411929368972
ITF5,1.5067664881547291
ITF6,1.6424274702866872
ITG1,1.3654943108558655
LT01,2.2100727260112762
LT02,2.6389548341433207
LU00,2.2949058453241986
PL22,2.3369197686513266
PL41,2.087303469578425
PL42,2.309387904405594
PT18,0.9809070913121104
PT20,0.0
PT30,0.0
RO11,2.122669156392415
RO12,1.9500286569197973
RO21,1.5530715743700663
RO22,1.3111747266103824
RO31,1.4822684559971093
RO32,1.2103618678769894
ITH3,2.0488681495189667
ITH4,2.270751831928889
ITH5,1.9254527648289999
ITI1,2.0756910681724547
ITI2,2.277820138526814
ITI3,1.9268409897883734
ITI4,2.132573896220752
LI00,2.650274149576823
FI1D,2.625585699081421
TR82,1.5550031036138534
TR83,1.591337479154269
TR90,2.4722474813461304
TRA1,1.6571282948056856
TRA2,1.7312545499631338
PL43,2.2847413761275157
PL51,2.321032319466273
PL52,2.15369383841753
PL61,2.1802134911219277
PL62,2.239783587200301
PL63,2.472468594710032
PL71,2.2544826583315927
PL72,2.304937940835953
PL81,2.0056328299144903
PL82,2.296705999970436
PL84,1.9851549612979094
PL91,2.1636699050664903
PL92,2.0807027330001193
PT11,1.5476681691904863
PT15,0.8161255134535688
TRB1,1.2134854341546695
TRB2,1.177032513419787
TRC1,0.9140266296764215
RS12,1.7308800061543783
RS21,2.050200601418813
RS22,1.7391212304433188
SE11,2.392474671204885
SE12,1.9992094337940216
NL33,2.8229170203208924
NL34,2.645506016413371
NL41,2.321880253156026
NL42,2.3954434658267667
PL21,2.3267051498095195
UKM6,3.886007865269979
TR22,1.2500471542278926
TRC2,0.970784534389774
TRC3,0.8816627415517966
UKC1,2.2907454828421274
UKC2,2.2876152455806733
UKD1,2.9404676487048467
UKD3,2.533098163207372
UKD4,2.9931425392627715
UKD6,2.469498846928279
UKD7,2.886820105711619
UKE1,2.259373767177264
UKE2,2.4333168140479495
UKE3,2.196522758404414
RO41,1.6616796960433324
RO42,1.8576912333567936
RS11,1.6612982481718064
TR41,1.4460878784457842
TR42,1.7919140368700028
TR51,1.059998600610665
TR52,0.8013229454557101
TR61,0.9559010706841946
TR62,1.0516782999038696
TR63,1.026815644900004
TR71,0.9611964980761211
TR72,1.321149048457543
TR81,1.7521185090144475
UKK1,1.9066497742065363
UKK2,2.2729775831103325
UKK3,2.589103880737509
UKK4,2.340731120109558
UKL1,2.551702762643496
UKL2,2.180993439895766
UKM5,2.704859505097071
UKM7,2.9240754331151644
UKM8,3.2738264381885527
UKM9,2.978808592756589
UKN0,2.9478551864624025
SE21,2.191886111100515
SE22,2.3782357215881347
SE23,2.46730650862058
SE31,2.3588555534680684
SE32,2.7721144954363504
SE33,2.7241717835267383
SI03,2.2190512299537657
SI04,2.1349262488739833
SK01,2.1658941214283307
SK02,1.931534652199064
SK03,2.113864952325821
SK04,2.0298614193995794
TR10,1.9801045741353716
TR21,1.258795646826426
UKE4,2.4175369143486023
UKF1,2.1692196459819875
UKF2,1.8507006796342986
UKF3,1.8721290794866425
UKG1,1.9503297368685404
UKG2,2.108550393155643
UKG3,1.9763255672795432
UKH1,2.033177056411902
UKH2,1.9266081348061561
UKH3,1.9625554338097573
UKI3,2.2666666666666666
UKI4,2.2666666666666666
UKI5,2.041593380769094
UKI6,2.182954096297423
UKI7,2.121895996729533
UKJ1,2.1293339908123015
UKJ2,2.5169015487035113
UKJ3,2.45285109380881
UKJ4,2.3165898462136587
NO09,2.727945012705667
NO0A,3.858206836382548
NO0B,3.6613211085398993
HR05,2.3607083876927693
HR06,2.177660365899404
NO02,2.8375004450480144
NO06,3.3795183787743253
NO07,3.2406695087750754
NO08,2.6105338856577873
