nuts,February Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
SE21,0.5446254814354082
SE22,0.5541817385703325
SE23,0.5535075852026542
SE31,0.5430009421582024
SE32,0.7035518794320523
SE33,0.644923674982662
SI03,0.49037347522874675
SI04,0.5217908489207427
SK01,0.5333922947446506
SK02,0.6040225189800064
SK03,0.7611346933990717
SK04,0.6550101674472292
TR10,0.921612553919355
TR21,0.5517269371077418
UKE4,0.7666667632758617
UKF1,0.6181743703782558
UKF2,0.5859888304024935
UKF3,0.537901850665609
UKG1,0.5965900654594104
UKG2,0.6075738983849684
UKG3,0.6000946139295896
UKH1,0.7029840029776097
UKH2,0.67694849918286
UKH3,0.6603427941600482
UKI3,0.65
UKI4,0.65
UKI5,0.6666666676600774
UKI6,0.6334850231806437
UKI7,0.6114373405774435
UKJ1,0.6341962198416392
UKJ2,0.6014497923354308
UKJ3,0.6207034143308798
UKJ4,0.5843452647328377
NO09,0.7952298936744531
NO0A,1.0151445557673773
NO0B,1.10132175385952
HR05,0.4942163070042928
HR06,0.42180604798098403
NO02,0.6362859060366949
NO06,1.0071386939535538
NO07,0.8525239656368891
NO08,0.5437604580074549
