nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
SE23,2.7318639675776164
SE31,2.421396521727244
SE32,2.701609363158544
SE33,2.8126399954160055
SI03,2.1386687914530436
SI04,2.082009793817997
SK01,2.1996422638495763
SK02,2.3760769248008726
SK03,2.6210256894429524
SK04,2.462283296386401
TR10,2.600646960735321
TR21,1.7896839146812757
UKE4,2.7051886787017185
UKF1,2.351657103002071
UKF2,2.1941958288351695
UKF3,2.2057907159129777
UKG1,2.3968034823735556
UKG2,2.6764505247275037
UKG3,2.3884787475069365
UKH1,2.5872025042772293
UKH2,2.2827933611969153
UKH3,2.73818431943655
UKI3,2.466666666666667
UKI4,2.466666666666667
UKI5,2.5002936964233715
UKI6,2.500546090801557
UKI7,2.4222630063692727
UKJ1,2.4447451521952948
UKJ2,2.7733019426465035
UKJ3,2.7514111747344336
UKJ4,2.6197358223299188
NO09,2.8373940090338388
NO0A,3.6199058651924134
NO0B,3.814895084500313
HR05,2.5172524293263754
HR06,2.231458568821351
NO02,2.789053809642792
NO06,3.028037667274475
NO07,2.9855060974756875
NO08,2.72922288775444
