nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
SK04,2.4235458433628083
TR10,1.9748687247435253
TR21,1.5096071054538092
UKE4,2.2994963943958284
UKF1,2.13690563639005
UKF2,1.9909978340069452
UKF3,2.026657085617383
UKG1,2.167717072367668
UKG2,2.277475506067276
UKG3,2.088635583718618
UKH1,2.2700000445048016
UKH2,1.9312152018149693
UKH3,2.1868105486035345
UKI3,2.1
UKI4,2.1
UKI5,2.040455256899198
UKI6,2.161642049252987
UKI7,2.0108868141969043
UKJ1,2.0224586675564447
UKJ2,2.4821565856536227
UKJ3,2.613446941723426
UKJ4,2.4984874888012807
NO09,2.934027401606242
NO0A,3.758356515566508
NO0B,4.121020118395488
HR05,2.139715863267581
HR06,1.9529107086360455
NO02,2.7111347993214925
NO06,3.1005430897076924
NO07,2.5253503402074178
NO08,2.5435230175654095
