nuts,May Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
UKH2,0.28968537698189417
UKH3,0.19107800846298537
UKI3,0.29170039494832356
UKI4,0.21673424045244852
UKI5,0.2143169790506363
UKI6,0.2666517401734988
UKI7,0.2750704387823741
UKJ1,0.30958959174652895
UKJ2,0.19842946951587995
UKJ3,0.14732467755675316
UKJ4,0.18565051928162574
NO09,0.08783232257701457
NO0A,0.015675950058115024
NO0B,0.0
HR05,0.23004794294635456
HR06,0.33938645428667463
NO02,0.07210293705575169
NO06,0.015429465534786383
NO07,0.008181102038361133
NO08,0.07329089088986317
