nuts,October Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
UKJ3,0.11729895422856013
UKJ4,0.15246366163094838
NO09,0.0
NO0A,0.0
NO0B,0.0
HR05,0.0
HR06,0.0055483818054199215
NO02,0.0
NO06,0.0
NO07,0.0
NO08,0.0
