nuts,May Total Precipitation (mm) ensemble median - RCP4.5 - (2011 - 2040)
UKJ2,59.54174
UKJ3,60.728413
UKJ4,60.14891
NO09,94.21143
NO0A,106.01494
NO0B,31.877563
HR05,90.62879
HR06,89.5272
NO02,83.92984
NO06,86.89318
NO07,79.481995
NO08,85.24927
