nuts,April Mean Temperature (°C) ensemble median - RCP4.5 - (2011 - 2040)
ITF2,11.722437
ITF3,12.595697
ITF4,14.320917
ITF5,12.505182
ITF6,13.526331
ITG1,14.790735
LT01,7.9643188
LT02,7.772577
LU00,8.81988
PL22,9.670588
PL41,9.729273
PL42,8.855799
PT18,14.932001
PT20,-273.15
PT30,-273.15
RO11,10.164606
RO12,8.772486
RO21,9.877192
RO22,11.529139
RO31,11.753107
RO32,12.719934
ITH3,10.552454
ITH4,9.853144
ITH5,12.471827
ITI1,12.425653
ITI2,11.220606
ITI3,12.103083
ITI4,11.894526
LI00,5.0952697
FI1D,1.4189087
TR82,10.487879
TR83,11.279261
TR90,7.8146605
TRA1,5.5842223
TRA2,4.503595
PL43,10.066706
PL51,9.517939
PL52,10.001703
PL61,9.187494
PL62,8.541346
PL63,8.017328
PL71,9.7122135
PL72,9.834986
PL81,9.690302
PL82,9.730951
PL84,8.751612
PL91,9.573664
PL92,9.367243
PT11,11.568415
PT15,15.477869
TRB1,9.943262
TRB2,7.1761413
TRC1,14.822962
RS12,13.1757145
RS21,11.112146
RS22,11.552698
SE11,5.1729064
SE12,5.8834777
NL33,9.631891
NL34,9.985224
NL41,10.147394
NL42,10.178217
PL21,9.280298
UKM6,7.4357543
TR22,13.301874
TRC2,15.437403
TRC3,15.395929
UKC1,7.8221984
UKC2,7.79162
UKD1,7.5842223
UKD3,8.206659
UKD4,8.098719
UKD6,8.657557
UKD7,8.878962
UKE1,8.665918
UKE2,7.90838
UKE3,8.560389
RO41,11.896479
RO42,11.235804
RS11,13.343988
TR41,12.279688
TR42,11.335932
TR51,11.940027
TR52,11.941553
TR61,12.674189
TR62,13.587091
TR63,13.815058
TR71,12.039118
TR72,9.593805
TR81,10.795557
UKK1,9.039545
UKK2,9.122217
UKK3,9.5292
UKK4,8.981348
UKL1,8.5715885
UKL2,8.176783
UKM5,7.0435424
UKM7,7.177179
UKM8,7.9044127
UKM9,7.753259
UKN0,8.486536
SE21,6.054193
SE22,6.7243896
SE23,6.3265624
SE31,4.3409667
SE32,2.2177978
SE33,0.5057007
SI03,10.689783
SI04,9.954126
SK01,11.6071415
SK02,11.050684
SK03,9.0672245
SK04,9.592737
TR10,12.527491
TR21,12.949823
UKE4,8.051355
UKF1,8.563349
UKF2,8.932245
UKF3,8.999872
UKG1,8.752283
UKG2,8.387903
UKG3,8.8484745
UKH1,8.957148
UKH2,9.154657
UKH3,9.285028
UKI3,9.403742
UKI4,9.403742
UKI5,9.350641
UKI6,9.337946
UKI7,9.2747135
UKJ1,8.9986515
UKJ2,9.288874
UKJ3,9.277735
UKJ4,9.37182
NO09,3.8852477
NO0A,3.0912719
NO0B,-1.3148559
HR05,12.35232
HR06,12.251459
NO02,1.6116577
NO06,2.7575622
NO07,0.4196411
NO08,3.4717345
