nuts,December Mean Temperature (°C) ensemble median - RCP8.5 - (2011 - 2040)
TR31,9.385889
TR32,8.384821
TR33,4.2767577
HR03,6.821985
HR02,2.5138488
HU11,1.171991
HU12,1.0700318
HU21,1.4160401
HU22,1.6476685
PT16,9.451349
PT17,12.794367
FRF2,3.9546752
FRF3,3.1076293
FRG0,6.641565
FRH0,8.013971
FRI1,7.27395
FRI2,4.95318
ITC4,1.8375794
ITF1,5.493585
ITF2,6.7930846
ITF3,8.650202
ITF4,10.681849
ITF5,7.8875365
ITF6,10.754267
ITG1,12.593164
LT01,-1.4891418
LT02,-0.6911682
LU00,2.4906554
PL22,0.20827636
PL41,1.3341614
PL42,1.9659363
PT18,10.9465275
PT20,-273.15
PT30,-273.15
RO11,-0.754187
RO12,-1.7042907
RO21,-1.1709045
RO22,1.6606995
RO31,0.7945496
RO32,1.0604187
ITH3,2.8921752
ITH4,2.1523376
ITH5,5.27688
ITI1,7.569452
ITI2,5.202478
ITI3,6.785791
ITI4,7.081781
LI00,-2.1561341
FI1D,-6.630835
TR82,3.1353087
TR83,3.1688476
TR90,0.45198974
TRA1,-4.1789613
TRA2,-4.8465333
PL43,1.9828736
PL51,0.80700076
PL52,0.8928772
PL61,0.85695803
PL62,0.00020751954
PL63,1.3191468
PL71,0.68770754
PL72,0.33223876
PL81,-0.07675781
PL82,-0.31659546
PL84,-0.6667236
PL91,0.31002197
PL92,0.16933593
PT11,7.547815
PT15,13.167505
TRB1,-0.13577881
TRB2,-2.7448487
TRC1,5.215753
RS12,2.455957
RS21,1.42724
RS22,1.3630921
SE11,0.9406067
SE12,-0.31339112
NL33,5.3587584
NL34,5.4549193
NL41,4.7528014
NL42,4.4349914
PL21,-0.47937623
UKM6,6.1191955
TR22,7.867578
TRC2,5.3828063
TRC3,5.6740355
UKC1,5.098108
UKC2,5.1211486
UKD1,4.965631
UKD3,5.1291137
UKD4,5.3866515
UKD6,5.579553
UKD7,6.296289
UKE1,5.8242126
UKE2,5.03161
UKE3,5.209741
RO41,0.79448855
RO42,0.93078005
RS11,2.7378783
TR41,4.4992003
TR42,4.983789
TR51,2.7248168
TR52,2.7534423
TR61,5.8059936
TR62,6.4135985
TR63,5.3121276
TR71,2.3733764
TR72,-0.085638426
TR81,4.617151
UKK1,6.019403
UKK2,7.073053
UKK3,8.902735
UKK4,7.5722594
UKL1,6.8191466
UKL2,5.4108214
UKM5,4.8286986
UKM7,4.1272826
UKM8,4.962518
UKM9,5.38125
UKN0,6.549127
SE21,1.2255799
SE22,2.2040954
SE23,1.1744629
SE31,-2.8891664
SE32,-4.668219
SE33,-7.3338075
SI03,1.4179322
SI04,2.009851
SK01,1.2515808
SK02,0.5784241
SK03,-1.3807129
SK04,-1.0767273
TR10,8.746454
TR21,6.7363524
UKE4,4.8647704
UKF1,5.191705
UKF2,5.459497
UKF3,5.7485595
UKG1,5.511377
UKG2,5.295343
UKG3,5.517999
UKH1,6.1577086
UKH2,5.7135863
UKH3,6.2591186
UKI3,6.0022216
UKI4,6.0022216
UKI5,5.949884
UKI6,5.978967
UKI7,5.908899
UKJ1,5.664209
UKJ2,6.876428
UKJ3,6.778192
UKJ4,6.644769
NO09,-1.493872
NO0A,-0.98917234
NO0B,-1.1748718
HR05,2.453485
HR06,2.301416
NO02,-6.8089356
NO06,-2.5935426
NO07,-4.6997437
NO08,-4.073035
