nuts,Annual Aridity Actual (-) ensemble median - RCP8.5 - (2011 - 2040) e_hypegrid
SE11,1.0317669212818146
SE12,1.0104482769966125
NL33,0.9497873187065125
NL34,1.0708168148994446
NL41,0.9673946499824524
NL42,0.9757274091243744
PL21,0.7209766209125519
UKM6,0.4032246023416519
TR22,5.141848564147949
TRC2,0.0
TRC3,0.0
UKC1,0.6696219742298126
UKC2,0.6048553884029388
UKD1,0.47654367983341217
UKD3,0.6463578343391418
UKD4,0.6256030797958374
UKD6,0.7485156059265137
UKD7,0.7519248723983765
UKE1,0.9966551959514618
UKE2,0.7767554819583893
UKE3,0.8449260592460632
RO41,1.8797014951705933
RO42,1.20990389585495
RS11,1.1882204413414001
TR41,2.5680034160614014
TR42,2.048163652420044
TR51,2.8311920166015625
TR52,3.5133758783340454
TR61,4.288251161575317
TR62,4.180406332015991
TR63,4.392491340637207
TR71,3.2562071084976196
TR72,2.6926023960113525
TR81,1.2500318884849548
UKK1,0.9224990010261536
UKK2,0.867120623588562
UKK3,0.7339174151420593
UKK4,0.7010558247566223
UKL1,0.5569601953029633
UKL2,0.6138439774513245
UKM5,0.5531594157218933
UKM7,0.5253792107105255
UKM8,0.4800560474395752
UKM9,0.45469236373901367
UKN0,0.5488404035568237
SE21,0.8968355059623718
SE22,0.9696385264396667
SE23,0.7924173772335052
SE31,0.6461473703384399
SE32,0.5205779373645782
SE33,0.48236286640167236
SI03,0.7698179185390472
SI04,0.7079037427902222
SK01,1.134394645690918
SK02,1.1416061520576477
SK03,0.786434143781662
SK04,0.8024980127811432
TR10,2.8631510734558105
TR21,2.3823715448379517
UKE4,0.7129477560520172
UKF1,0.8485962450504303
UKF2,1.1609136462211609
UKF3,1.185711920261383
UKG1,0.9817926585674286
UKG2,0.7884742617607117
UKG3,0.8908731341362
UKH1,1.1679460406303406
UKH2,1.1640538573265076
UKH3,1.2074662446975708
UKI3,1.0690205693244934
UKI4,1.2338631749153137
UKI5,1.2587156295776367
UKI6,0.9538108706474304
UKI7,1.0037702322006226
UKJ1,1.0685359239578247
UKJ2,1.046778380870819
UKJ3,0.9731906950473785
UKJ4,1.1710589528083801
NO09,0.448519766330719
NO0A,0.3182455450296402
NO0B,0.0
HR05,0.9116221070289612
HR06,0.9770848453044891
NO02,0.43581563234329224
NO06,0.36718887090682983
NO07,0.38030317425727844
NO08,0.5485299527645111
